time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/fps,train/clip_range,train/learning_rate,train/loss,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/entropy_loss,train/explained_variance,train/value_loss,eval/mean_reward,eval/mean_ep_length
142336,12.0,11.837954240000002,139,336,423,0.2,0.0003,0.039595916867256165,1380,-0.0009395061788382009,0.002457309,0.01748046875,-0.2950842950493097,0.9973848462104797,0.07471621213480831,,
143360,12.0,11.84255048,140,338,423,0.2,0.0003,0.03158940374851227,1390,-0.00030980386363808063,0.0006877969,0.00732421875,-0.29485583305358887,0.9965400695800781,0.09728392444085329,,
144384,12.0,11.682077830000003,141,340,423,0.2,0.0003,0.05052175372838974,1400,-0.0019164862183970398,0.002895319,0.03076171875,-0.28345296885818244,0.9970437288284302,0.08513549484778196,,
145000,,,,,,0.2,0.0003,0.059547070413827896,1410,-0.0009900064163957723,0.001053551,0.01416015625,-0.265142794046551,0.9967808127403259,0.09449914586730301,11.724518849999999,12.0
145408,12.0,11.918707330000002,142,343,422,,,,,,,,,,,,
146432,12.0,11.969260850000001,143,346,423,0.2,0.0003,0.062061868607997894,1420,-0.0016489870613440871,0.0019251519,0.02587890625,-0.2653459064662457,0.9968206286430359,0.09063443697523325,,
147456,12.0,11.834396550000003,144,348,422,0.2,0.0003,0.025321343913674355,1430,-0.0015610688307788223,0.0034131724,0.01533203125,-0.28509573489427564,0.9970976710319519,0.08327376858796924,,
148480,12.0,11.85164196,145,350,423,0.2,0.0003,0.03591480478644371,1440,-0.002324049541493878,0.0023600075,0.02880859375,-0.3182162563316524,0.9962058663368225,0.11054145987145603,,
149504,12.0,11.832394330000001,146,353,422,0.2,0.0003,0.046286966651678085,1450,-0.0018940261768875643,0.0011853236,0.0130859375,-0.3021118967793882,0.9964779615402222,0.10264300010167063,,
150000,,,,,,0.2,0.0003,0.0537804551422596,1460,-0.0018161223124479875,0.0021159295,0.02578125,-0.2741202972829342,0.9968963265419006,0.09066583230160177,11.958728549999998,12.0
150528,12.0,11.97732706,147,355,423,,,,,,,,,,,,
151552,12.0,11.985133589999998,148,358,423,0.2,0.0003,0.08424466103315353,1470,-0.0008504838740918785,0.0011160362,0.01201171875,-0.25016055889427663,0.9965000152587891,0.10388518637046218,,
152576,12.0,11.89503671,149,359,423,0.2,0.0003,0.038485005497932434,1480,-0.0020550806453684344,0.0014492357,0.0197265625,-0.22404989134520292,0.9971172213554382,0.08537023996468633,,
153600,12.0,11.934087670000002,150,362,423,0.2,0.0003,0.05026482790708542,1490,-0.0011842686391901225,0.00061910175,0.01923828125,-0.20705651687458157,0.99747234582901,0.07444670437835157,,
154624,12.0,11.859303670000001,151,365,423,0.2,0.0003,0.05587950721383095,1500,-0.0021607099261018448,0.0009075289,0.0185546875,-0.20011990666389465,0.9959993362426758,0.1168778469087556,,
155000,,,,,,0.2,0.0003,0.040224816650152206,1510,-0.0004385374573757872,0.00067674735,0.00966796875,-0.19586317781358958,0.9967830181121826,0.09549830311443656,11.917637000000001,12.0
155648,12.0,11.795179659999999,152,368,422,,,,,,,,,,,,
156672,12.0,11.860344889999999,153,371,421,0.2,0.0003,0.044591274112463,1520,-0.0011515218444401397,0.00095260184,0.01533203125,-0.18474166379310192,0.9968270659446716,0.0939354700036347,,
157696,12.0,11.847096090000003,154,373,422,0.2,0.0003,0.042438581585884094,1530,-0.0011567743262276054,0.000593881,0.01279296875,-0.17429818576201797,0.9975038766860962,0.07511262788902968,,
158720,12.0,11.897523070000002,155,375,422,0.2,0.0003,0.04056737199425697,1540,-0.0013532391982153057,0.00074485835,0.0125,-0.17429070086218418,0.9975048899650574,0.07497073451522737,,
159744,12.0,11.925509729999998,156,377,422,0.2,0.0003,0.039943188428878784,1550,-0.0007452029851265252,0.0026287814,0.0171875,-0.18543851994909347,0.9972270727157593,0.08197948136366903,,
160000,,,,,,0.2,0.0003,0.03969133645296097,1560,-0.0021303675282979386,0.0013257654,0.0263671875,-0.19437250518240035,0.9967086911201477,0.09742744762916118,11.93412775,12.0
160768,12.0,11.905339170000001,157,380,422,,,,,,,,,,,,
161792,12.0,11.87797161,158,382,422,0.2,0.0003,0.02749454602599144,1570,-0.0008074019016930834,0.00073191756,0.00966796875,-0.1989964141510427,0.9975118637084961,0.07433551121503115,,
162816,12.0,11.817409119999997,159,385,422,0.2,0.0003,0.05794931575655937,1580,-0.0040908714639954265,0.0026934966,0.03681640625,-0.20161892510950566,0.996296763420105,0.11099401314277202,,
163840,12.0,11.781235789999997,160,387,422,0.2,0.0003,0.05573319271206856,1590,-0.0014600269176298752,0.0013015799,0.02294921875,-0.20388120426796377,0.996648371219635,0.10219343979842961,,
164864,12.0,11.90210266,161,390,422,0.2,0.0003,0.05705012381076813,1600,-0.00139282017480582,0.00091045175,0.0142578125,-0.19535824125632645,0.9970149397850037,0.09061093090567737,,
165000,,,,,,0.2,0.0003,0.041359733790159225,1610,-0.0021199325914494694,0.0031980402,0.02734375,-0.21008944446220995,0.9964726567268372,0.105933328717947,11.827571899999999,12.0
165888,12.0,11.86355704,162,392,422,,,,,,,,,,,,
166912,12.0,11.845425830000002,163,395,422,0.2,0.0003,0.03512394800782204,1620,-0.0006392164767021313,0.0014090005,0.019140625,-0.19995898753404617,0.9970613121986389,0.09110841315705329,,
167936,12.0,12.075400280000002,164,398,421,0.2,0.0003,0.04222683981060982,1630,-0.0009180405235383659,0.0009221643,0.01884765625,-0.21070631183683872,0.9971063733100891,0.08781470414251089,,
168960,12.0,11.793532609999998,165,400,421,0.2,0.0003,0.033609624952077866,1640,-0.0002769587386865169,0.0010501174,0.010546875,-0.20211650552228094,0.9967963099479675,0.0974442557664588,,
169984,12.0,11.730072009999999,166,402,421,0.2,0.0003,0.03549535945057869,1650,-0.0004463539749849588,0.00071589096,0.0138671875,-0.19975624307990075,0.9969356060028076,0.09036757617723197,,
170000,,,,,,0.2,0.0003,0.023978788405656815,1660,-0.00026460591398063115,0.0011984401,0.00986328125,-0.19107119608670473,0.9970991611480713,0.0853045665193349,11.9016581,12.0
171008,12.0,11.869352520000001,167,406,420,,,,,,,,,,,,
172032,12.0,11.858148339999998,168,408,420,0.2,0.0003,0.03311184421181679,1670,-0.003053595504024997,0.0017531887,0.02431640625,-0.17880357732065022,0.9970657825469971,0.09095893234480172,,
173056,12.0,11.77686461,169,410,421,0.2,0.0003,0.03653952106833458,1680,0.00010798167786560953,0.00085379917,0.0083984375,-0.1704690127633512,0.9970219135284424,0.09487120953854174,,
174080,12.0,11.93911408,170,412,422,0.2,0.0003,0.03405614569783211,1690,-0.00044560553214978427,0.0016287472,0.01201171875,-0.17743432745337487,0.9965948462486267,0.10612656373996288,,
175000,,,,,,0.2,0.0003,0.03322219103574753,1700,-0.0001317625748924911,0.00045013655,0.00751953125,-0.1711413287092,0.9969324469566345,0.09393022074364125,11.972740300000002,12.0
175104,12.0,11.892218029999999,171,414,421,,,,,,,,,,,,
176128,12.0,11.822138400000002,172,416,422,0.2,0.0003,0.03912312909960747,1710,-0.0011546471883775665,0.0017357491,0.02734375,-0.19330767784267663,0.9973515272140503,0.08276491700671613,,
177152,12.0,11.889894980000001,173,419,422,0.2,0.0003,0.03306320682168007,1720,-0.0009673633350757882,0.0015577949,0.0181640625,-0.19118169965222478,0.9974466562271118,0.07932749656029045,,
178176,12.0,11.92869281,174,421,422,0.2,0.0003,0.05867844074964523,1730,-0.0018059752794215456,0.0013804565,0.02265625,-0.17491386099718512,0.9969617128372192,0.09510057037696243,,
179200,12.0,11.84130884,175,424,422,0.2,0.0003,0.053583331406116486,1740,-0.00114691064809449,0.0017293694,0.0181640625,-0.17827507043257357,0.9971648454666138,0.08971641114912927,,
180000,,,,,,0.2,0.0003,0.02310856804251671,1750,-0.0013696762034669518,0.0008263342,0.0154296875,-0.1688552677631378,0.9972343444824219,0.08813855522312224,11.92252135,12.0
180224,12.0,11.792042839999999,176,427,422,,,,,,,,,,,,
181248,12.0,11.927716080000003,177,429,422,0.2,0.0003,0.038461629301309586,1760,-0.0010213817498879508,0.0009797739,0.0146484375,-0.16335317604243754,0.9977746605873108,0.07065653782337904,,
182272,12.0,11.820559170000001,178,432,421,0.2,0.0003,0.018416648730635643,1770,-0.001616442421800457,0.0012043689,0.0140625,-0.1801391363143921,0.997416079044342,0.08298802252393216,,
183296,12.0,11.924081749999997,179,434,421,0.2,0.0003,0.03160868212580681,1780,-0.002333837289188523,0.0029625176,0.02412109375,-0.20240206364542246,0.9972283244132996,0.08798346722032875,,
184320,12.0,11.7895143,180,437,421,0.2,0.0003,0.036302920430898666,1790,-0.00041814206051640215,0.00079605717,0.01103515625,-0.21628474146127702,0.996917724609375,0.09655028348788619,,
185000,,,,,,0.2,0.0003,0.034443002194166183,1800,-0.0018556610040832311,0.0019347316,0.0146484375,-0.21023502284660936,0.9973995685577393,0.08497773874551058,11.751637749999999,12.0
185344,12.0,11.819010769999998,181,439,421,,,,,,,,,,,,
186368,12.0,11.856015349999998,182,442,421,0.2,0.0003,0.03377467393875122,1810,-0.0017129445594036951,0.0018374048,0.0310546875,-0.1974618907086551,0.9971055388450623,0.09254601504653692,,
187392,12.0,11.84461416,183,444,421,0.2,0.0003,0.03942759335041046,1820,-0.0025434518174733967,0.003449196,0.02294921875,-0.18837318997830152,0.9972721338272095,0.09128253606613726,,
188416,12.0,11.866628240000002,184,447,421,0.2,0.0003,0.024217966943979263,1830,-0.0018976311810547486,0.001497677,0.01904296875,-0.17907128017395735,0.9975146055221558,0.08102201481815427,,
189440,12.0,11.820856220000003,185,449,421,0.2,0.0003,0.047213371843099594,1840,-0.00124306051293388,0.0013065609,0.01064453125,-0.16900914935395123,0.9969314336776733,0.1016024251235649,,
190000,,,,,,0.2,0.0003,0.04908415302634239,1850,-0.002071298271766864,0.0017020854,0.02578125,-0.16440096986480057,0.9972152709960938,0.08926483094692231,12.10170695,12.0
190464,12.0,11.673911400000001,186,451,421,,,,,,,,,,,,
191488,12.0,11.785598180000001,187,453,422,0.2,0.0003,0.041427090764045715,1860,-0.0022731403558282183,0.0023432663,0.02626953125,-0.17234433107078076,0.9972904324531555,0.08833307372406125,,
192512,12.0,11.815802150000001,188,456,421,0.2,0.0003,0.04820237681269646,1870,-0.0003491874274914153,0.00032479147,0.01474609375,-0.16693073688074947,0.9968507289886475,0.10413234112784267,,
193536,12.0,11.919136909999997,189,458,422,0.2,0.0003,0.03176635503768921,1880,-0.0001055360451573506,0.0010168827,0.00595703125,-0.16739603271707892,0.9977309107780457,0.0722810523584485,,
194560,12.0,11.924984350000003,190,460,422,0.2,0.0003,0.033235594630241394,1890,0.0005986508869682439,0.0034403962,0.019140625,-0.16621835911646485,0.9979414939880371,0.06698850330431014,,
195000,,,,,,0.2,0.0003,0.035654954612255096,1900,0.0004129926164750941,0.00044347259,0.009375,-0.15212398897856474,0.9978016018867493,0.07252708142623306,11.755373650000001,12.0
195584,12.0,11.863258839999997,191,463,422,,,,,,,,,,,,
196608,12.0,11.88725536,192,465,422,0.2,0.0003,0.047318682074546814,1910,-0.0006392864757799544,0.001270548,0.0150390625,-0.15815346841700376,0.9972275495529175,0.08891160389175638,,
197632,12.0,11.850133489999997,193,468,421,0.2,0.0003,0.039881397038698196,1920,0.00010567698336672038,0.00029261678,0.00546875,-0.15373904537409544,0.9971315860748291,0.09554700925946236,,
198656,12.0,11.86902731,194,470,422,0.2,0.0003,0.0362597294151783,1930,-0.00142347600631183,0.0023870487,0.01474609375,-0.15601722579449415,0.9975337386131287,0.08212733783293516,,
199680,12.0,11.855553019999997,195,473,421,0.2,0.0003,0.0647745206952095,1940,-0.0024566681269789113,0.0020693964,0.02216796875,-0.14674296248704194,0.9970722794532776,0.09676730914507062,,
200000,,,,,,0.2,0.0003,0.07047947496175766,1950,-0.0016465085223899222,0.0014202846,0.023828125,-0.1435261068865657,0.9965353012084961,0.1167080129031092,11.7539209,12.0
200704,12.0,11.890672630000001,196,475,422,,,,,,,,,,,,
201728,12.0,11.909862199999997,197,478,421,0.2,0.0003,0.02598242461681366,1960,-0.002056870411615819,0.0035239884,0.019140625,-0.13678860717918723,0.9972566366195679,0.08756173739675432,,
202752,12.0,11.91343923,198,480,422,0.2,0.0003,0.05861969664692879,1970,-0.0013331606925930828,0.0010742263,0.017578125,-0.13645026162266732,0.9969321489334106,0.09818337080068887,,
203776,12.0,11.95561764,199,482,422,0.2,0.0003,0.04631774500012398,1980,-0.0015848149952944369,0.001998064,0.01591796875,-0.1253818511031568,0.9972928762435913,0.09079222513828426,,
204800,12.0,11.92317829,200,484,422,0.2,0.0003,0.03301506116986275,1990,-0.001447683728474658,0.0010289574,0.00888671875,-0.11217735148966312,0.9978402256965637,0.0717774674994871,,
205000,,,,,,0.2,0.0003,0.04198431968688965,2000,-0.0002599940577056259,0.00093947275,0.007421875,-0.10636515836231411,0.9973849058151245,0.08801031650509686,12.130838699999998,12.0
205824,12.0,11.850686289999999,201,487,422,,,,,,,,,,,,
206848,12.0,11.825583419999997,202,490,421,0.2,0.0003,0.04550742357969284,2010,-0.0002446149097522721,0.00082494697,0.0078125,-0.10271368017420172,0.9968180060386658,0.10796802784316242,,
207872,12.0,11.82119823,203,493,421,0.2,0.0003,0.04926116392016411,2020,-0.0003447374067036435,0.0011739122,0.0103515625,-0.09307591160759329,0.997228741645813,0.09297854099422694,,
208896,12.0,11.839032209999997,204,494,422,0.2,0.0003,0.055736836045980453,2030,-0.00036750312574440613,0.00064086326,0.00751953125,-0.08671478570904582,0.9973322153091431,0.09036444616504014,,
209920,12.0,11.91848489,205,497,422,0.2,0.0003,0.09270584583282471,2040,-0.0007849618210457266,0.00059029565,0.00751953125,-0.0808548554778099,0.9963208436965942,0.12745163328945636,,
210000,,,,,,0.2,0.0003,0.03895144164562225,2050,-0.0014308422978501767,0.002484331,0.010546875,-0.07225471709389239,0.997124195098877,0.0962396710878238,11.82322375,12.0
210944,12.0,11.960532740000001,206,499,422,,,,,,,,,,,,
211968,12.0,11.873721220000002,207,501,422,0.2,0.0003,0.04065718129277229,2060,-0.0007555476899142377,0.00039198698,0.005859375,-0.06609880371252075,0.9968743920326233,0.10649260461796076,,
212992,12.0,11.736348620000001,208,504,422,0.2,0.0003,0.04647931456565857,2070,-0.0011713935615262016,0.0018649277,0.0072265625,-0.059898725082166496,0.9963379502296448,0.12258273272309453,,
214016,12.0,11.86068797,209,506,422,0.2,0.0003,0.040048565715551376,2080,-0.0003817067306954414,0.00065179914,0.00732421875,-0.060671271709725264,0.9973834753036499,0.08939332610461861,,
215000,,,,,,0.2,0.0003,0.06827875971794128,2090,0.0002795573600451462,0.000119014,0.00751953125,-0.058649981883354484,0.9965775012969971,0.1141683796653524,11.74247195,12.0
215040,12.0,11.884750089999997,210,509,422,,,,,,,,,,,,
216064,12.0,11.955217080000002,211,511,422,0.2,0.0003,0.03446655347943306,2100,-0.0008712047943845391,0.0009862178,0.011328125,-0.05475681675598025,0.9975716471672058,0.08165123399812728,,
217088,12.0,11.872754789999998,212,513,422,0.2,0.0003,0.05308142304420471,2110,-0.00048534894303884355,0.00068436033,0.0046875,-0.05320248319767416,0.9969067573547363,0.10559894989710301,,
218112,12.0,11.900726940000002,213,515,423,0.2,0.0003,0.04684429243206978,2120,-0.0005394463267293758,0.0005238831,0.00654296875,-0.05121868473943323,0.9965941309928894,0.11703790663741528,,
219136,12.0,12.0464182,214,518,422,0.2,0.0003,0.026834148913621902,2130,0.00011241428728681058,0.00039569556,0.00439453125,-0.04756048468407244,0.9974887371063232,0.0871752348728478,,
220000,,,,,,0.2,0.0003,0.06237184628844261,2140,-0.0009586899075657129,0.0022472425,0.00888671875,-0.04377156993141398,0.9967377781867981,0.11135080168023706,11.78423395,12.0
220160,12.0,11.851852549999998,215,519,423,,,,,,,,,,,,
221184,12.0,11.806337820000001,216,521,423,0.2,0.0003,0.047219760715961456,2150,6.0542108258232474e-05,0.00023088907,0.003515625,-0.03857359905960038,0.9968892335891724,0.0968237471068278,,
222208,12.0,11.964848100000001,217,525,423,0.2,0.0003,0.06512225419282913,2160,-0.0006130729685537517,0.0010829363,0.0064453125,-0.038913393201073634,0.9967453479766846,0.11507491350639612,,
223232,12.0,11.886504879999997,218,527,423,0.2,0.0003,0.06993575394153595,2170,-0.0007062165008392185,0.0027290913,0.01044921875,-0.05171670911367983,0.9964932799339294,0.12363408957608044,,
224256,12.0,11.863300529999998,219,530,422,0.2,0.0003,0.03739653900265694,2180,0.00037314242363208907,0.00034216588,0.0056640625,-0.05071148622082546,0.9974780082702637,0.08631664130371064,,
225000,,,,,,0.2,0.0003,0.03751714527606964,2190,0.0008437020311248489,0.0005071368,0.00869140625,-0.05098753556376323,0.9973541498184204,0.09453218388371169,12.013641400000001,12.0
225280,12.0,11.86808327,220,532,422,,,,,,,,,,,,
226304,12.0,11.864957939999996,221,535,422,0.2,0.0003,0.05654861032962799,2200,-0.0015365497849415988,0.001995808,0.01328125,-0.04230525117600337,0.9972323179244995,0.09674652246758342,,
227328,12.0,11.856122409999996,222,537,422,0.2,0.0003,0.06884171813726425,2210,0.00027482224395498634,0.0010850569,0.00908203125,-0.039684622641652824,0.997024416923523,0.10564567765686661,,
228352,12.0,11.93581915,223,540,422,0.2,0.0003,0.04948769882321358,2220,-0.0007277378826984204,0.0019034161,0.00400390625,-0.03268939255503937,0.9971689581871033,0.0976917169522494,,
229376,12.0,11.92250393,224,542,422,0.2,0.0003,0.03802483156323433,2230,-0.0010283735420671292,0.0013033194,0.0064453125,-0.041236758977174756,0.9972525835037231,0.0966997561044991,,
230000,,,,,,0.2,0.0003,0.05047962814569473,2240,-0.00027181948389625176,0.00019916618,0.004296875,-0.03823989192023873,0.9971545934677124,0.09830496159847826,11.905716400000001,12.0
230400,12.0,11.957694140000001,225,545,422,,,,,,,,,,,,
231424,12.0,11.863536490000001,226,546,423,0.2,0.0003,0.04545849561691284,2250,-0.001329185139911715,0.0005904225,0.01015625,-0.04588330471888184,0.9967641234397888,0.11311583300121128,,
232448,12.0,11.90674989,227,549,423,0.2,0.0003,0.05756402015686035,2260,-0.0008668728871271015,0.0011868675,0.00615234375,-0.04450849648565054,0.9965912103652954,0.11883400408551097,,
233472,12.0,11.81864276,228,551,423,0.2,0.0003,0.03447664529085159,2270,-0.0006504759527160786,0.00019416038,0.00537109375,-0.0460832011885941,0.9972355961799622,0.09847739012911916,,
234496,12.0,11.876932200000004,229,553,423,0.2,0.0003,0.03852887451648712,2280,-0.0006314418802503497,0.012941369,0.0111328125,-0.05806647815043107,0.9974117875099182,0.093469466897659,,
235000,,,,,,0.2,0.0003,0.07375002652406693,2290,-0.0008226058358559385,0.0011191806,0.01572265625,-0.09793856467586011,0.9968993663787842,0.10971624501980841,12.00214755,12.0
235520,12.0,11.878264719999997,230,556,423,,,,,,,,,,,,
236544,12.0,11.922730300000003,231,558,423,0.2,0.0003,0.05272649973630905,2300,-0.006449545791838318,0.009322344,0.04443359375,-0.07388746973592789,0.996624231338501,0.12042579394765199,,
237568,12.0,11.947997269999998,232,561,423,0.2,0.0003,0.035659413784742355,2310,-0.001190287241479382,0.0021459716,0.0203125,-0.06372714830795304,0.9975759983062744,0.08634474161081016,,
238592,12.0,11.896294820000003,233,563,423,0.2,0.0003,0.04295072332024574,2320,-0.00034469695965526624,0.0006771701,0.0119140625,-0.06790351495146751,0.9975446462631226,0.0862871685763821,,
239616,12.0,11.986698919999998,234,566,422,0.2,0.0003,0.048052072525024414,2330,-0.0012655029102461412,0.0010675951,0.00927734375,-0.06803392168367281,0.9972615242004395,0.09772789301350712,,
240000,,,,,,0.2,0.0003,0.026452338322997093,2340,-0.001012773675029166,0.0013743816,0.01416015625,-0.06960727116093039,0.9972632527351379,0.0973148349672556,11.532487849999999,12.0
240640,12.0,11.89640306,235,568,422,,,,,,,,,,,,
241664,12.0,11.78012256,236,571,422,0.2,0.0003,0.02720126137137413,2350,-0.00288224576797802,0.006591714,0.02861328125,-0.08675086270086467,0.9974914789199829,0.08601716051343829,,
242688,12.0,11.909428430000002,237,573,423,0.2,0.0003,0.04664310812950134,2360,-0.004128828668035567,0.0064529683,0.0470703125,-0.10293856798671186,0.9968429803848267,0.11415476552210749,,
243712,12.0,11.83115717,238,576,422,0.2,0.0003,0.03866838291287422,2370,-0.0020427387877134605,0.001801941,0.02060546875,-0.09717120660934597,0.9974275231361389,0.09168708652723581,,
244736,12.0,11.889404449999997,239,578,422,0.2,0.0003,0.05299349129199982,2380,-0.0032319826248567553,0.0023801103,0.0255859375,-0.08953043322544545,0.9973623156547546,0.09497990817762911,,
245000,,,,,,0.2,0.0003,0.04031514748930931,2390,-0.0006211692612851039,0.00048801576,0.0142578125,-0.0898110162699595,0.9973077774047852,0.09635817329399288,12.040447050000001,12.0
245760,12.0,11.8435535,240,581,422,,,,,,,,,,,,
246784,12.0,11.93650309,241,583,423,0.2,0.0003,0.053215157240629196,2400,-0.0012715202305116692,0.0007264381,0.01259765625,-0.08512152025941759,0.9972971081733704,0.09850913060363382,,
247808,12.0,11.83130939,242,585,423,0.2,0.0003,0.05004410818219185,2410,-0.0005207978625549004,0.00074092305,0.00888671875,-0.07916939302813261,0.9964961409568787,0.12386091561056674,,
248832,12.0,11.8373243,243,587,423,0.2,0.0003,0.023773742839694023,2420,-0.00034887244983110576,0.0005174324,0.00947265625,-0.07363584093982353,0.9978928565979004,0.07760585825890302,,
249856,12.0,11.865502439999998,244,589,423,0.2,0.0003,0.06970977038145065,2430,-0.0008932151482440531,0.00075644715,0.01083984375,-0.06704102086368949,0.9970310926437378,0.10797993340529502,,
250000,,,,,,0.2,0.0003,0.03597472235560417,2440,-0.0020614531938917937,0.0012826503,0.0134765625,-0.07071984715294093,0.9977038502693176,0.08446345082484186,11.722094550000001,12.0
250880,12.0,11.893727369999999,245,593,422,,,,,,,,,,,,
251904,12.0,11.87857917,246,595,422,0.2,0.0003,0.0379326231777668,2450,-0.00031971221906132994,0.0008596729,0.00556640625,-0.06936517946887762,0.9975787401199341,0.08811806559097021,,
252928,12.0,11.92151926,247,597,423,0.2,0.0003,0.024381542578339577,2460,-0.00157496930914931,0.00075278635,0.01142578125,-0.076390843372792,0.9970142841339111,0.10892308447510005,,
253952,12.0,11.786540850000002,248,599,423,0.2,0.0003,0.06058409437537193,2470,-0.0005145447124959901,0.00112953,0.00703125,-0.06804780518868939,0.9970003366470337,0.11002808751072735,,
254976,12.0,11.925702079999999,249,601,423,0.2,0.0003,0.028676209971308708,2480,-0.0014008753962116316,0.0015190819,0.00947265625,-0.05620938465581275,0.9970079660415649,0.10767463808879256,,
255000,,,,,,0.2,0.0003,0.06349769979715347,2490,-0.0013383237412199378,0.0013640426,0.0072265625,-0.04949899677885696,0.9965201020240784,0.12574726061429828,11.9909613,12.0
256000,12.0,11.900416579999998,250,603,423,,,,,,,,,,,,
257024,12.0,11.95107915,251,606,423,0.2,0.0003,0.05026384815573692,2500,-4.641022533178329e-05,0.00060452754,0.00419921875,-0.04739822552073747,0.9977420568466187,0.08433460800442845,,
258048,12.0,11.942399800000002,252,608,423,0.2,0.0003,0.028395414352416992,2510,-0.0005780672770924866,0.000534737,0.00517578125,-0.04951261118985713,0.9967799782752991,0.1160015500150621,,
259072,12.0,11.89236935,253,611,423,0.2,0.0003,0.02421143651008606,2520,-0.0013036256321356631,0.00076195516,0.00966796875,-0.049112409690860656,0.9978246688842773,0.08137213494628667,,
260000,,,,,,0.2,0.0003,0.06150296702980995,2530,-0.0009809278417378664,0.0011247466,0.006640625,-0.04284989782609046,0.9970479011535645,0.10853376083541662,11.7385175,12.0
260096,12.0,11.819504160000001,254,613,423,,,,,,,,,,,,
261120,12.0,11.870550620000001,255,616,423,0.2,0.0003,0.061015304177999496,2540,-0.00018788544039125555,0.0008843271,0.00810546875,-0.04284081903751939,0.996613085269928,0.12495779630262405,,
262144,12.0,11.867534609999996,256,619,423,0.2,0.0003,0.05670946091413498,2550,-0.00032435337197966874,0.00073049124,0.0072265625,-0.04311642112443224,0.9972816705703735,0.09805107866413891,,
263168,12.0,11.936991719999998,257,621,423,0.2,0.0003,0.05727001652121544,2560,-0.0007291362038813531,0.0015457151,0.0080078125,-0.03814224447123706,0.9967800378799438,0.11705754697322845,,
264192,12.0,11.841291610000003,258,624,423,0.2,0.0003,0.02675812505185604,2570,-0.00023769104154780507,8.9860405e-05,0.00517578125,-0.04306769027025439,0.9970371723175049,0.10721578740049154,,
265000,,,,,,0.2,0.0003,0.05797290802001953,2580,-0.0002179492439609021,0.00013581885,0.00224609375,-0.037394802190829066,0.9970604181289673,0.11057992852292955,11.89793205,12.0
265216,12.0,11.888054020000002,259,626,423,,,,,,,,,,,,
266240,12.0,11.879100329999996,260,629,423,0.2,0.0003,0.04933322221040726,2590,-0.00114221030526096,0.00072217087,0.0052734375,-0.03565677706501447,0.996762216091156,0.11866430309601128,,
267264,12.0,11.813463800000001,261,631,423,0.2,0.0003,0.058270085602998734,2600,-0.00028348102350719275,0.0005003325,0.00419921875,-0.03839257615036331,0.996949315071106,0.11106845566537231,,
268288,12.0,11.96957002,262,634,422,0.2,0.0003,0.04563681781291962,2610,1.214444637298584e-07,0.00045776163,0.00498046875,-0.037220181128941474,0.9968520402908325,0.11656424738466739,,
269312,12.0,11.88613813,263,636,423,0.2,0.0003,0.03636641800403595,2620,-0.0016513975919224323,0.01697236,0.0142578125,-0.04955496295588091,0.9969757199287415,0.11158438776619732,,
270000,,,,,,0.2,0.0003,0.04306385666131973,2630,-0.0013565526314778253,0.005590395,0.0189453125,-0.0409358391771093,0.9969922304153442,0.11028504483401776,11.929400949999998,12.0
270336,12.0,11.89161478,264,639,422,,,,,,,,,,,,
271360,12.0,11.87415865,265,641,422,0.2,0.0003,0.05339820683002472,2640,-0.00037823903403477743,0.0011644289,0.00654296875,-0.035452338721370324,0.9975453615188599,0.091642758063972,,
272384,12.0,12.0676676,266,644,422,0.2,0.0003,0.05457834526896477,2650,-0.000768218858866021,0.0004323019,0.00458984375,-0.03314470811164938,0.9969616532325745,0.1134762697853148,,
273408,12.0,11.971100840000002,267,646,422,0.2,0.0003,0.06020553782582283,2660,0.0002524797775549814,0.00017938152,0.0044921875,-0.028115443169372156,0.9976015090942383,0.08875703001394868,,
274432,12.0,11.817901590000002,268,649,422,0.2,0.0003,0.030609261244535446,2670,-0.0011804843205027282,0.00092696614,0.00185546875,-0.039425147627480325,0.9971542954444885,0.10697237581480294,,
275000,,,,,,0.2,0.0003,0.05409863963723183,2680,-0.00021810404723510146,0.0006130712,0.0111328125,-0.049249796674121174,0.9972985982894897,0.09372151959687472,11.735874850000002,12.0
275456,12.0,11.770677749999999,269,652,422,,,,,,,,,,,,
276480,12.0,11.864944629999998,270,654,422,0.2,0.0003,0.06422208249568939,2690,-0.0008068989525781944,0.0010283209,0.01162109375,-0.03929297007853165,0.9970037937164307,0.11415043438319117,,
277504,12.0,11.803381640000003,271,656,422,0.2,0.0003,0.05928055942058563,2700,-0.0010826041907421313,0.0007605329,0.00947265625,-0.03778114115120843,0.9971454739570618,0.1076177894603461,,
278528,12.0,11.84952747,272,659,422,0.2,0.0003,0.07111229002475739,2710,-0.0008692568342667073,0.0016198878,0.008984375,-0.03149885059101507,0.9963052868843079,0.13147236234508455,,
279552,12.0,11.70797208,273,661,422,0.2,0.0003,0.045762158930301666,2720,-0.0018405163864372298,0.0026316885,0.0091796875,-0.028858967940323055,0.9967116713523865,0.12337267054244876,,
280000,,,,,,0.2,0.0003,0.05096660181879997,2730,-0.0002342997642699629,8.2171464e-05,0.00302734375,-0.023895950737642124,0.9971654415130615,0.10553705361671746,12.0117181,12.0
280576,12.0,11.82336556,274,663,422,,,,,,,,,,,,
