maturation_qtr,margin_slope,capex_per_store,new_store_density,reached_breakeven,quarters_to_breakeven,aggressive_quarters_to_breakeven,final_margin
1.597687822122698,0.00013381675364516917,1.808823379803952,427.27552320701756,1,1.25,1.75,0.05
3.77875031447397,7.844163149847683e-05,1.4908302307589851,355.176655719351,1,5.0,99.0,0.020708185767866188
3.77463946457846,0.0001017669989777423,2.1821711401018393,363.2940135018963,1,3.75,99.0,0.03481935973362174
3.354241471800302,6.069501222949845e-05,1.8166477407528556,482.8144194981122,1,6.0,99.0,0.013026508402760283
3.5278575077940433,4.37793908143795e-05,2.132336155245185,457.6993111696054,1,10.0,99.0,0.0023703251241359025
1.4130904456852482,8.291375913397176e-05,1.9031559056600686,497.9056618883875,1,1.75,2.75,0.05
1.711417113318672,0.00010342885880547168,1.9269325675677105,431.9519253329786,1,1.75,3.0,0.05
1.888461302608631,3.2245188722535626e-05,2.2352142238106487,328.83720795284273,1,8.25,99.0,0.003606148482521894
3.06795135165095,4.9179860492014826e-05,0.7719960377740701,313.66109604135625,1,7.0,99.0,0.00817182972793239
1.1533988049421893,0.00013982285070563037,2.4532356645353124,461.404478071252,1,0.75,1.0,0.05
1.9271858046622963,6.101694030705368e-05,2.1082164427934114,419.99233135543017,1,3.25,99.0,0.027142809054873897
2.0201007500032717,4.9738201711291296e-05,1.1962535937960808,460.8226397517251,1,4.5,99.0,0.01722982038187947
1.886391190687756,0.0001328606700024471,2.1394797400198176,436.5049687026248,1,1.5,2.5,0.05
2.087561618639957,3.241915340571305e-05,0.9084387971252119,315.55259891177445,1,8.75,99.0,0.003082052139399702
3.2416422547952632,4.148855661269064e-05,0.8503610639046135,341.5415276430518,1,9.5,99.0,0.002892204374405783
3.9047125336660065,0.00013567839785111273,0.7849190613905604,426.11588414907294,1,2.75,99.0,0.05
2.4127697178041023,4.0081887855377934e-05,1.7396664847852794,370.5147061125585,1,7.5,99.0,0.006096449676125659
1.9381173640032912,0.00011578105767744453,1.6087869919253908,361.14765475134135,1,1.75,3.25,0.05
1.0672483897020928,0.00011951285996280776,0.7482169340533883,410.16837088381044,1,1.0,1.0,0.05
1.7492691088669101,5.2671364640432884e-05,0.9124484617244003,370.00332331627646,1,3.5,99.0,0.022202212887420487
3.589522413825192,6.396224153390122e-05,1.223757651862622,461.9008139493724,1,6.0,99.0,0.013638861947680065
